,DS,MV,proposed1(wcv)
0,0.92,0.95,0.93
0,0.97,0.98,0.96
0,0.96,0.95,0.97
0,0.94,0.9,0.89
0,0.96,0.97,0.96
0,0.97,0.9,0.96
0,0.97,0.88,0.97
0,0.98,0.91,0.97
0,0.97,0.79,0.98
0,0.94,0.81,0.95
0,0.95,0.83,0.94
0,0.92,0.75,0.93
0,0.94,0.77,0.93
0,0.97,0.82,0.98
0,0.93,0.72,0.69
0,0.95,0.73,0.95
0,0.95,0.7,0.68
0,0.9,0.67,0.63
0,0.91,0.62,0.67
0,0.96,0.63,0.63
0,0.93,0.6,0.64
0,0.04,0.5,0.46
0,0.96,0.63,0.6
0,0.03,0.48,0.44
0,0.07,0.5,0.52
0,0.94,0.54,0.47
0,0.05,0.42,0.51
0,0.06,0.42,0.44
0,0.02,0.42,0.44
0,0.09,0.31,0.34
0,0.08,0.37,0.38
0,0.03,0.34,0.34
0,0.06,0.36,0.37
0,0.09,0.33,0.29
0,0.11,0.29,0.34
0,0.06,0.29,0.07
0,0.06,0.24,0.08
0,0.04,0.18,0.02
0,0.05,0.23,0.03
0,0.06,0.19,0.07
0,0.08,0.1,0.09
0,0.07,0.22,0.06
0,0.08,0.2,0.06
0,0.03,0.14,0.03
0,0.02,0.1,0.04
0,0.01,0.05,0.03
0,0.03,0.1,0.05
0,0.11,0.09,0.04
0,0.01,0.02,0.0
0,0.03,0.05,0.04
0,0.03,0.03,0.02
