,DS,MV,proposed1(wcv)
0,0.9,0.99,0.97
0,0.9,0.93,0.98
0,0.9,0.95,0.96
0,0.9,0.95,0.98
0,0.9,0.91,0.96
0,0.9,0.84,0.97
0,0.9,0.83,0.97
0,0.9,0.87,0.97
0,0.9,0.88,1.0
0,0.9,0.85,0.97
0,0.9,0.75,0.95
0,0.9,0.73,0.98
0,0.9,0.86,0.9
0,0.9,0.72,0.86
0,0.9,0.74,0.95
0,0.9,0.64,0.97
0,0.9,0.7,1.0
0,0.9,0.68,0.99
0,0.9,0.68,0.97
0,0.9,0.59,0.96
0,0.9,0.57,0.96
0,0.9,0.62,0.99
0,0.9,0.5,0.94
0,0.9,0.53,0.93
0,0.9,0.56,0.9
0,0.9,0.52,0.99
0,0.1,0.49,0.02
0,0.9,0.47,0.95
0,0.1,0.33,0.09
0,0.1,0.43,0.08
0,0.1,0.42,0.02
0,0.1,0.29,0.03
0,0.1,0.4,0.16
0,0.1,0.33,0.1
0,0.1,0.3,0.0
0,0.1,0.24,0.02
0,0.1,0.2,0.04
0,0.1,0.24,0.02
0,0.1,0.2,0.02
0,0.1,0.19,0.02
0,0.1,0.13,0.02
0,0.1,0.14,0.02
0,0.1,0.08,0.04
0,0.1,0.05,0.02
0,0.1,0.12,0.02
0,0.1,0.07,0.03
0,0.1,0.07,0.05
0,0.1,0.06,0.04
0,0.1,0.05,0.03
0,0.1,0.04,0.02
0,0.1,0.06,0.06
