,DS,MV,proposed1(wcv)
0,0.9,0.96,0.97
0,0.74,0.97,0.96
0,0.7,0.97,0.97
0,0.89,0.96,0.99
0,0.7,0.92,0.94
0,0.81,0.91,0.98
0,0.7,0.86,0.95
0,0.79,0.89,0.96
0,0.87,0.86,0.94
0,0.7,0.87,1.0
0,0.93,0.88,0.96
0,0.7,0.78,0.87
0,0.78,0.81,0.98
0,0.78,0.79,0.85
0,0.7,0.77,0.91
0,0.72,0.72,0.96
0,0.85,0.73,0.99
0,0.74,0.67,0.97
0,0.7,0.68,0.7
0,0.7,0.72,0.75
0,0.83,0.79,1.0
0,0.76,0.59,0.71
0,0.7,0.52,0.5
0,0.12,0.52,0.52
0,0.67,0.43,0.65
0,0.3,0.44,0.36
0,0.06,0.44,0.26
0,0.21,0.47,0.93
0,0.3,0.43,0.25
0,0.3,0.48,0.3
0,0.3,0.29,0.28
0,0.17,0.37,0.02
0,0.3,0.37,0.29
0,0.27,0.33,0.23
0,0.18,0.3,0.21
0,0.21,0.26,0.04
0,0.11,0.28,0.05
0,0.25,0.18,0.04
0,0.3,0.21,0.01
0,0.24,0.1,0.02
0,0.3,0.28,0.09
0,0.3,0.14,0.11
0,0.3,0.11,0.02
0,0.3,0.1,0.11
0,0.25,0.08,0.0
0,0.25,0.08,0.04
0,0.11,0.06,0.01
0,0.08,0.04,0.02
0,0.28,0.02,0.01
0,0.29,0.03,0.03
0,0.24,0.04,0.03
