,DS,MV,proposed1(wcv)
0,0.7,0.97,0.98
0,0.7,0.95,0.96
0,0.7,1.0,1.0
0,0.9,0.97,0.99
0,0.87,0.95,0.98
0,0.7,0.91,0.93
0,0.84,0.91,0.97
0,0.7,0.92,0.97
0,0.7,0.85,0.97
0,0.72,0.84,0.97
0,0.7,0.78,0.92
0,0.7,0.82,0.96
0,0.7,0.82,0.92
0,0.91,0.76,0.97
0,0.7,0.8,0.75
0,0.78,0.73,0.98
0,0.84,0.76,0.95
0,0.7,0.62,0.7
0,0.89,0.62,0.74
0,0.77,0.65,0.72
0,0.7,0.69,0.95
0,0.7,0.53,0.7
0,0.7,0.52,0.51
0,0.78,0.51,0.5
0,0.7,0.6,0.61
0,0.21,0.48,0.7
0,0.22,0.45,0.46
0,0.9,0.45,0.3
0,0.23,0.33,0.03
0,0.3,0.35,0.3
0,0.06,0.42,0.58
0,0.23,0.36,0.05
0,0.13,0.27,0.02
0,0.3,0.27,0.05
0,0.3,0.26,0.07
0,0.2,0.23,0.02
0,0.22,0.26,0.11
0,0.25,0.19,0.05
0,0.2,0.25,0.03
0,0.3,0.17,0.0
0,0.3,0.15,0.09
0,0.3,0.14,0.04
0,0.08,0.03,0.01
0,0.14,0.19,0.09
0,0.3,0.09,0.04
0,0.3,0.05,0.04
0,0.13,0.03,0.01
0,0.27,0.04,0.06
0,0.3,0.09,0.08
0,0.21,0.1,0.07
0,0.3,0.02,0.02
