,DS,MV,proposed1(wcv)
0,0.6,0.89,0.89
0,0.6,0.93,0.93
0,0.6,0.91,0.91
0,0.6,0.93,0.93
0,0.6,0.85,0.85
0,0.6,0.86,0.86
0,0.6,0.81,0.81
0,0.6,0.81,0.81
0,0.6,0.78,0.78
0,0.6,0.71,0.71
0,0.4,0.68,0.68
0,0.6,0.74,0.74
0,0.6,0.65,0.65
0,0.6,0.69,0.69
0,0.6,0.69,0.69
0,0.6,0.62,0.62
0,0.6,0.64,0.64
0,0.6,0.55,0.55
0,0.6,0.58,0.58
0,0.6,0.65,0.65
0,0.6,0.69,0.69
0,0.4,0.57,0.57
0,0.6,0.52,0.52
0,0.6,0.53,0.53
0,0.4,0.51,0.51
0,0.6,0.52,0.52
0,0.6,0.53,0.53
0,0.6,0.48,0.48
0,0.6,0.47,0.47
0,0.4,0.35,0.35
0,0.6,0.52,0.52
0,0.4,0.36,0.36
0,0.4,0.46,0.46
0,0.6,0.41,0.41
0,0.4,0.35,0.35
0,0.4,0.31,0.31
0,0.4,0.41,0.41
0,0.4,0.27,0.27
0,0.6,0.32,0.32
0,0.4,0.26,0.26
0,0.4,0.31,0.31
0,0.4,0.26,0.26
0,0.4,0.22,0.22
0,0.4,0.2,0.2
0,0.4,0.19,0.19
0,0.4,0.08,0.08
0,0.4,0.22,0.22
0,0.4,0.11,0.11
0,0.4,0.07,0.07
0,0.4,0.12,0.12
0,0.4,0.13,0.13
