,DS,MV,proposed1(wcv)
0,0.73,0.97,0.97
0,0.88,0.95,0.93
0,0.93,0.92,0.94
0,0.9,0.88,0.94
0,0.5,0.9,0.9
0,0.79,0.93,0.98
0,0.89,0.95,0.99
0,0.94,0.9,0.96
0,0.81,0.88,0.96
0,0.98,0.91,1.0
0,0.97,0.85,0.97
0,0.92,0.8,0.99
0,0.92,0.76,0.78
0,0.92,0.81,0.97
0,0.94,0.75,0.75
0,0.89,0.73,0.73
0,0.97,0.72,0.95
0,0.98,0.68,0.65
0,0.96,0.65,0.65
0,0.97,0.65,0.5
0,0.99,0.6,0.51
0,0.87,0.56,0.5
0,0.96,0.61,0.61
0,0.95,0.55,0.55
0,0.58,0.51,0.5
0,0.02,0.49,0.53
0,0.49,0.46,0.48
0,0.28,0.46,0.47
0,0.04,0.37,0.36
0,0.71,0.39,0.52
0,0.06,0.39,0.39
0,0.13,0.34,0.34
0,0.09,0.42,0.43
0,0.04,0.25,0.26
0,0.11,0.26,0.26
0,0.3,0.22,0.23
0,0.01,0.18,0.02
0,0.03,0.21,0.03
0,0.01,0.19,0.02
0,0.02,0.11,0.03
0,0.14,0.22,0.22
0,0.03,0.17,0.01
0,0.05,0.17,0.01
0,0.09,0.04,0.04
0,0.22,0.1,0.06
0,0.05,0.1,0.04
0,0.11,0.11,0.12
0,0.09,0.09,0.04
0,0.17,0.05,0.07
0,0.11,0.05,0.04
0,0.06,0.02,0.02
