,DS,MV,proposed1(wcv)
0,0.78,0.98,0.98
0,0.98,0.99,1.0
0,0.94,0.95,0.97
0,0.94,0.98,0.98
0,0.96,0.96,0.99
0,0.91,0.95,0.97
0,0.95,0.86,0.96
0,0.91,0.88,0.98
0,0.97,0.89,0.99
0,0.99,0.85,0.99
0,0.95,0.86,0.95
0,0.87,0.85,0.97
0,0.94,0.79,0.98
0,0.96,0.81,0.94
0,0.95,0.74,0.73
0,0.91,0.72,0.72
0,0.96,0.77,0.77
0,0.95,0.62,0.62
0,0.77,0.66,0.65
0,0.93,0.6,0.6
0,0.99,0.52,0.56
0,0.92,0.56,0.58
0,0.92,0.55,0.59
0,0.88,0.46,0.46
0,0.95,0.61,0.6
0,0.93,0.53,0.54
0,0.93,0.54,0.5
0,0.06,0.41,0.41
0,0.09,0.37,0.37
0,0.02,0.42,0.42
0,0.07,0.4,0.38
0,0.04,0.37,0.37
0,0.07,0.37,0.37
0,0.15,0.35,0.35
0,0.03,0.2,0.04
0,0.07,0.25,0.25
0,0.09,0.21,0.23
0,0.07,0.15,0.06
0,0.09,0.31,0.29
0,0.03,0.11,0.02
0,0.45,0.17,0.2
0,0.06,0.09,0.04
0,0.41,0.13,0.04
0,0.08,0.14,0.05
0,0.1,0.11,0.03
0,0.11,0.07,0.12
0,0.07,0.05,0.04
0,0.04,0.08,0.07
0,0.07,0.11,0.1
0,0.09,0.06,0.07
0,0.02,0.01,0.01
