,DS,MV,proposed1(wcv)
0,0.88,0.98,1.0
0,0.67,0.94,0.93
0,0.95,0.97,0.99
0,0.97,0.97,0.98
0,0.83,0.95,0.96
0,0.85,0.89,0.97
0,0.91,0.94,0.98
0,0.92,0.93,1.0
0,0.6,0.85,0.87
0,0.88,0.89,0.97
0,0.92,0.81,0.94
0,0.6,0.81,0.8
0,0.85,0.83,0.9
0,0.83,0.74,0.75
0,0.72,0.68,0.6
0,0.6,0.68,0.67
0,0.81,0.61,0.66
0,0.92,0.72,0.97
0,0.61,0.7,0.7
0,0.93,0.68,0.69
0,0.63,0.64,0.62
0,0.67,0.69,0.72
0,0.63,0.6,0.46
0,0.89,0.61,0.61
0,0.86,0.56,0.58
0,0.79,0.48,0.47
0,0.1,0.39,0.39
0,0.07,0.58,0.57
0,0.11,0.34,0.35
0,0.17,0.37,0.39
0,0.04,0.37,0.36
0,0.37,0.32,0.3
0,0.18,0.31,0.3
0,0.1,0.32,0.33
0,0.09,0.26,0.26
0,0.01,0.26,0.0
0,0.06,0.26,0.26
0,0.25,0.21,0.04
0,0.18,0.22,0.02
0,0.02,0.09,0.05
0,0.04,0.12,0.01
0,0.35,0.18,0.02
0,0.22,0.09,0.05
0,0.02,0.09,0.01
0,0.38,0.1,0.03
0,0.33,0.07,0.14
0,0.17,0.06,0.02
0,0.12,0.04,0.03
0,0.06,0.05,0.03
0,0.11,0.0,0.01
0,0.09,0.03,0.02
