,DS,MV,proposed1(wcv)
0,0.85,0.94,0.94
0,0.76,0.98,0.98
0,0.82,0.99,0.99
0,0.83,0.95,0.98
0,0.93,0.93,0.96
0,0.89,0.87,0.96
0,0.6,0.89,0.98
0,0.94,0.84,0.98
0,0.94,0.86,0.97
0,0.87,0.9,0.91
0,0.79,0.88,0.98
0,0.85,0.81,0.97
0,0.75,0.77,0.99
0,0.92,0.79,0.85
0,0.83,0.72,0.73
0,0.92,0.75,0.76
0,0.78,0.63,0.64
0,0.86,0.63,0.63
0,0.88,0.71,0.71
0,0.6,0.61,0.72
0,0.94,0.57,0.6
0,0.91,0.63,0.63
0,0.41,0.47,0.47
0,0.94,0.58,0.49
0,0.12,0.47,0.46
0,0.83,0.47,0.5
0,0.23,0.49,0.6
0,0.22,0.45,0.46
0,0.36,0.42,0.38
0,0.04,0.34,0.34
0,0.13,0.35,0.35
0,0.03,0.34,0.34
0,0.13,0.37,0.35
0,0.14,0.25,0.2
0,0.23,0.3,0.14
0,0.08,0.3,0.3
0,0.05,0.2,0.19
0,0.07,0.12,0.01
0,0.09,0.23,0.22
0,0.06,0.17,0.03
0,0.07,0.13,0.01
0,0.05,0.1,0.03
0,0.08,0.13,0.04
0,0.32,0.1,0.05
0,0.16,0.14,0.1
0,0.11,0.07,0.03
0,0.05,0.04,0.0
0,0.14,0.04,0.04
0,0.39,0.04,0.02
0,0.08,0.04,0.04
0,0.21,0.01,0.01
