,DS,MV,proposed1(wcv)
0,0.7,0.99,0.99
0,0.7,0.95,0.95
0,0.7,0.95,0.98
0,0.73,0.93,0.96
0,0.71,0.93,0.95
0,0.7,0.94,0.99
0,0.7,0.92,0.94
0,0.7,0.85,0.98
0,0.88,0.83,0.94
0,0.7,0.82,0.94
0,0.72,0.83,0.95
0,0.76,0.77,0.96
0,0.72,0.84,0.97
0,0.79,0.79,0.93
0,0.74,0.73,0.87
0,0.7,0.73,0.74
0,0.7,0.73,0.98
0,0.7,0.66,0.7
0,0.7,0.58,0.96
0,0.7,0.57,0.58
0,0.7,0.64,0.97
0,0.7,0.55,0.48
0,0.71,0.62,0.7
0,0.87,0.51,0.3
0,0.7,0.51,0.54
0,0.7,0.59,0.71
0,0.08,0.47,0.63
0,0.3,0.48,0.43
0,0.3,0.5,0.51
0,0.24,0.37,0.36
0,0.3,0.38,0.3
0,0.3,0.33,0.24
0,0.07,0.32,0.28
0,0.17,0.28,0.02
0,0.3,0.31,0.31
0,0.18,0.21,0.01
0,0.22,0.29,0.29
0,0.3,0.24,0.07
0,0.12,0.12,0.01
0,0.28,0.19,0.04
0,0.3,0.11,0.11
0,0.22,0.08,0.02
0,0.3,0.12,0.06
0,0.3,0.1,0.01
0,0.09,0.09,0.04
0,0.06,0.04,0.03
0,0.24,0.1,0.04
0,0.3,0.04,0.05
0,0.3,0.08,0.07
0,0.27,0.01,0.01
0,0.3,0.03,0.03
