,DS,MV,proposed1(wcv)
0,0.7,0.95,0.95
0,0.7,0.88,0.88
0,0.7,0.87,0.87
0,0.7,0.86,0.86
0,0.7,0.88,0.88
0,0.7,0.84,0.84
0,0.7,0.84,0.84
0,0.7,0.85,0.85
0,0.7,0.83,0.83
0,0.7,0.72,0.72
0,0.7,0.72,0.72
0,0.7,0.69,0.69
0,0.7,0.76,0.76
0,0.7,0.7,0.7
0,0.7,0.64,0.64
0,0.7,0.65,0.65
0,0.7,0.68,0.68
0,0.7,0.62,0.62
0,0.7,0.59,0.59
0,0.7,0.63,0.63
0,0.7,0.64,0.64
0,0.7,0.58,0.58
0,0.7,0.52,0.52
0,0.3,0.52,0.52
0,0.3,0.49,0.49
0,0.3,0.49,0.49
0,0.3,0.56,0.56
0,0.3,0.36,0.36
0,0.7,0.5,0.5
0,0.7,0.46,0.46
0,0.7,0.36,0.36
0,0.7,0.45,0.45
0,0.3,0.35,0.35
0,0.3,0.39,0.39
0,0.3,0.43,0.43
0,0.3,0.38,0.38
0,0.3,0.28,0.28
0,0.3,0.24,0.24
0,0.3,0.28,0.28
0,0.3,0.25,0.25
0,0.3,0.2,0.2
0,0.3,0.24,0.24
0,0.3,0.22,0.22
0,0.3,0.24,0.24
0,0.3,0.16,0.16
0,0.3,0.17,0.17
0,0.3,0.15,0.15
0,0.3,0.11,0.11
0,0.3,0.16,0.16
0,0.3,0.11,0.11
0,0.3,0.09,0.09
