,DS,MV,proposed1(wcv)
0,0.71,0.93,0.93
0,0.81,0.9,0.92
0,0.63,0.9,0.94
0,0.82,0.89,0.96
0,0.82,0.92,0.96
0,0.61,0.84,0.92
0,0.76,0.95,0.98
0,0.8,0.82,0.92
0,0.6,0.73,0.73
0,0.9,0.81,0.9
0,0.78,0.72,0.86
0,0.67,0.78,0.82
0,0.76,0.73,0.9
0,0.61,0.79,0.94
0,0.78,0.71,0.74
0,0.86,0.6,0.6
0,0.85,0.54,0.57
0,0.65,0.51,0.57
0,0.6,0.59,0.6
0,0.6,0.61,0.61
0,0.67,0.63,0.68
0,0.76,0.53,0.43
0,0.83,0.61,0.69
0,0.88,0.46,0.46
0,0.61,0.48,0.54
0,0.76,0.56,0.6
0,0.17,0.43,0.46
0,0.23,0.41,0.41
0,0.24,0.46,0.47
0,0.29,0.47,0.45
0,0.38,0.4,0.37
0,0.25,0.35,0.4
0,0.4,0.32,0.33
0,0.22,0.27,0.22
0,0.17,0.3,0.3
0,0.12,0.31,0.04
0,0.38,0.26,0.26
0,0.1,0.19,0.05
0,0.29,0.27,0.06
0,0.26,0.2,0.07
0,0.27,0.21,0.11
0,0.09,0.1,0.01
0,0.17,0.13,0.05
0,0.23,0.2,0.07
0,0.2,0.17,0.07
0,0.36,0.15,0.07
0,0.33,0.12,0.11
0,0.28,0.09,0.11
0,0.28,0.03,0.03
0,0.19,0.01,0.02
0,0.34,0.08,0.1
