,DS,MV,proposed1(wcv)
0,0.8,0.93,0.96
0,0.8,0.88,0.96
0,0.82,0.91,0.95
0,0.8,0.9,0.95
0,0.81,0.81,0.9
0,0.81,0.83,0.92
0,0.8,0.77,0.94
0,0.8,0.84,0.96
0,0.8,0.74,0.92
0,0.81,0.75,0.92
0,0.8,0.77,0.95
0,0.86,0.76,0.93
0,0.81,0.72,0.95
0,0.8,0.69,0.92
0,0.83,0.68,0.98
0,0.8,0.67,0.9
0,0.84,0.67,0.96
0,0.83,0.64,0.97
0,0.8,0.48,0.66
0,0.85,0.62,0.82
0,0.8,0.66,0.98
0,0.8,0.39,0.78
0,0.2,0.44,0.2
0,0.81,0.48,0.8
0,0.81,0.5,0.9
0,0.53,0.42,0.8
0,0.81,0.47,0.86
0,0.2,0.42,0.05
0,0.47,0.41,0.18
0,0.19,0.35,0.1
0,0.2,0.28,0.11
0,0.19,0.25,0.2
0,0.2,0.25,0.24
0,0.16,0.27,0.24
0,0.17,0.13,0.05
0,0.19,0.27,0.05
0,0.18,0.25,0.17
0,0.19,0.24,0.05
0,0.2,0.21,0.09
0,0.2,0.16,0.09
0,0.19,0.17,0.07
0,0.2,0.16,0.1
0,0.2,0.14,0.13
0,0.18,0.11,0.05
0,0.17,0.1,0.09
0,0.2,0.17,0.14
0,0.19,0.05,0.03
0,0.2,0.08,0.06
0,0.2,0.08,0.06
0,0.17,0.02,0.02
0,0.2,0.11,0.11
