,DS,MV,proposed1(wcv)
0,0.8,0.95,0.96
0,0.88,0.93,0.93
0,0.87,0.97,0.97
0,0.92,0.99,0.98
0,0.87,0.95,0.95
0,0.91,0.95,0.96
0,0.87,0.9,0.93
0,0.82,0.92,0.95
0,0.87,0.87,0.87
0,0.81,0.85,0.88
0,0.87,0.91,0.95
0,0.91,0.89,0.95
0,0.85,0.93,0.96
0,0.92,0.87,0.94
0,0.89,0.91,0.94
0,0.84,0.86,0.99
0,0.83,0.85,0.85
0,0.87,0.79,0.86
0,0.88,0.77,0.88
0,0.76,0.79,0.79
0,0.83,0.79,0.87
0,0.82,0.84,0.84
0,0.87,0.78,0.74
0,0.87,0.76,0.67
0,0.92,0.77,0.77
0,0.88,0.8,0.91
0,0.89,0.77,0.77
0,0.8,0.78,0.78
0,0.88,0.73,0.73
0,0.97,0.77,0.76
0,0.87,0.71,0.67
0,0.86,0.76,0.76
0,0.77,0.69,0.65
0,0.93,0.77,0.76
0,0.84,0.56,0.56
0,0.88,0.62,0.65
0,0.85,0.69,0.58
0,0.88,0.62,0.62
0,0.8,0.67,0.69
0,0.86,0.6,0.58
0,0.92,0.62,0.62
0,0.81,0.63,0.57
0,0.92,0.57,0.56
0,0.82,0.55,0.5
0,0.93,0.58,0.58
0,0.92,0.59,0.53
0,0.88,0.53,0.48
0,0.86,0.47,0.48
0,0.9,0.55,0.58
0,0.9,0.49,0.48
0,0.06,0.48,0.49
0,0.22,0.49,0.5
0,0.24,0.39,0.39
0,0.13,0.45,0.45
0,0.19,0.51,0.51
0,0.18,0.32,0.33
0,0.7,0.47,0.47
0,0.78,0.45,0.48
0,0.11,0.38,0.38
0,0.12,0.28,0.28
0,0.14,0.41,0.45
0,0.13,0.38,0.5
0,0.08,0.41,0.41
0,0.12,0.32,0.32
0,0.17,0.34,0.34
0,0.89,0.43,0.4
0,0.13,0.29,0.38
0,0.45,0.36,0.33
0,0.08,0.24,0.24
0,0.1,0.31,0.29
0,0.23,0.3,0.27
0,0.11,0.2,0.2
0,0.2,0.22,0.23
0,0.27,0.35,0.33
0,0.09,0.25,0.41
0,0.18,0.21,0.29
0,0.08,0.19,0.22
0,0.17,0.21,0.2
0,0.14,0.19,0.19
0,0.15,0.2,0.08
0,0.21,0.12,0.04
0,0.17,0.15,0.12
0,0.06,0.14,0.02
0,0.13,0.16,0.19
0,0.08,0.11,0.07
0,0.13,0.09,0.04
0,0.08,0.11,0.08
0,0.1,0.08,0.03
0,0.12,0.07,0.04
0,0.16,0.1,0.09
0,0.14,0.08,0.07
0,0.08,0.13,0.1
0,0.11,0.03,0.03
0,0.11,0.08,0.05
0,0.12,0.1,0.1
0,0.11,0.06,0.03
0,0.11,0.07,0.06
0,0.24,0.09,0.08
0,0.19,0.06,0.04
0,0.14,0.05,0.04
0,0.15,0.08,0.08
