,DS,MV,proposed1(wcv)
0,0.94,0.95,0.94
0,0.96,0.95,0.97
0,1.0,0.98,1.0
0,0.89,0.97,0.98
0,0.97,0.98,0.97
0,0.96,0.94,0.98
0,0.98,0.99,0.99
0,0.91,0.9,0.92
0,0.97,0.95,0.99
0,0.93,0.95,0.96
0,0.91,0.93,0.96
0,0.98,0.9,0.97
0,0.97,0.9,0.97
0,0.95,0.92,1.0
0,0.91,0.86,0.99
0,0.82,0.89,0.92
0,0.93,0.89,0.93
0,0.91,0.87,0.96
0,0.91,0.87,0.95
0,0.94,0.83,0.93
0,0.9,0.82,0.94
0,0.89,0.76,0.91
0,0.97,0.82,0.98
0,0.92,0.84,0.96
0,0.87,0.72,0.88
0,0.93,0.77,0.8
0,0.96,0.78,0.96
0,0.98,0.7,0.78
0,0.97,0.76,0.96
0,0.95,0.7,0.93
0,0.94,0.64,0.92
0,0.96,0.8,0.94
0,0.92,0.68,0.68
0,0.91,0.75,0.93
0,0.98,0.68,0.66
0,0.98,0.66,0.7
0,0.99,0.63,0.63
0,0.93,0.63,0.66
0,0.96,0.66,0.66
0,0.96,0.6,0.55
0,0.96,0.56,0.56
0,0.93,0.63,0.65
0,0.95,0.53,0.58
0,0.9,0.55,0.49
0,0.61,0.53,0.53
0,0.97,0.58,0.61
0,0.11,0.57,0.6
0,0.03,0.53,0.5
0,0.95,0.55,0.59
0,0.98,0.57,0.56
0,0.94,0.53,0.53
0,0.06,0.47,0.49
0,0.93,0.49,0.49
0,0.05,0.47,0.51
0,0.97,0.45,0.47
0,0.09,0.39,0.37
0,0.1,0.42,0.49
0,0.99,0.41,0.45
0,0.91,0.43,0.43
0,0.94,0.46,0.57
0,0.09,0.42,0.4
0,0.06,0.31,0.3
0,0.1,0.34,0.33
0,0.09,0.37,0.4
0,0.08,0.25,0.23
0,0.03,0.17,0.54
0,0.11,0.26,0.07
0,0.04,0.22,0.24
0,0.08,0.18,0.06
0,0.07,0.22,0.31
0,0.08,0.32,0.12
0,0.07,0.23,0.02
0,0.07,0.24,0.03
0,0.09,0.2,0.05
0,0.08,0.22,0.03
0,0.02,0.16,0.02
0,0.04,0.14,0.03
0,0.04,0.19,0.04
0,0.08,0.12,0.06
0,0.05,0.18,0.04
0,0.06,0.16,0.04
0,0.05,0.17,0.04
0,0.04,0.08,0.01
0,0.04,0.08,0.03
0,0.04,0.12,0.02
0,0.06,0.09,0.03
0,0.04,0.12,0.04
0,0.08,0.1,0.04
0,0.04,0.08,0.04
0,0.07,0.07,0.04
0,0.02,0.04,0.01
0,0.09,0.12,0.06
0,0.09,0.04,0.03
0,0.06,0.07,0.05
0,0.05,0.04,0.02
0,0.02,0.04,0.01
0,0.07,0.04,0.04
0,0.04,0.06,0.04
0,0.08,0.06,0.04
0,0.09,0.03,0.03
0,0.03,0.0,0.0
