,DS,MV,proposed1(wcv)
0,0.6,0.87,0.92
0,0.66,0.92,0.96
0,0.6,0.87,0.91
0,0.75,0.85,0.85
0,0.61,0.85,0.93
0,0.6,0.81,0.87
0,0.6,0.87,0.9
0,0.61,0.79,0.82
0,0.76,0.81,0.81
0,0.61,0.73,0.79
0,0.6,0.73,0.85
0,0.63,0.76,0.82
0,0.6,0.69,0.74
0,0.84,0.72,0.71
0,0.62,0.74,0.74
0,0.66,0.71,0.8
0,0.41,0.59,0.4
0,0.6,0.66,0.68
0,0.66,0.59,0.65
0,0.6,0.65,0.6
0,0.62,0.48,0.55
0,0.6,0.53,0.54
0,0.37,0.48,0.49
0,0.62,0.55,0.63
0,0.38,0.49,0.53
0,0.75,0.5,0.5
0,0.6,0.46,0.48
0,0.56,0.43,0.42
0,0.4,0.45,0.43
0,0.4,0.46,0.42
0,0.39,0.38,0.38
0,0.61,0.4,0.44
0,0.35,0.45,0.45
0,0.38,0.35,0.35
0,0.35,0.27,0.27
0,0.4,0.32,0.31
0,0.4,0.27,0.26
0,0.37,0.28,0.25
0,0.6,0.32,0.34
0,0.38,0.24,0.24
0,0.37,0.16,0.21
0,0.2,0.18,0.18
0,0.33,0.18,0.18
0,0.39,0.16,0.07
0,0.4,0.11,0.09
0,0.4,0.12,0.08
0,0.4,0.11,0.12
0,0.4,0.12,0.07
0,0.38,0.12,0.12
0,0.4,0.14,0.08
0,0.36,0.07,0.06
